"","Country_Region","Population","Date","ConfirmedCountry","DeathCountry","RecoveredCountry","newRecovered","newConfirmed","newDeath","overalldeath_rec_rat","newdeath_rec_rat","mean_7","death_7","mean_3","death_3"
"362","France",66990000,2020-04-16,147091,17941,33327,1857,12509,753,0.538332283133795,0.405492730210016,39646,6292,19935,2767
"363","France",66990000,2020-04-17,149130,18703,35006,1679,2039,762,0.534279837742101,0.453841572364503,36863,5713,17769,2955
"364","France",66990000,2020-04-18,149149,19345,36587,1581,19,642,0.528739716292672,0.40607210626186,29732,5368,14567,2157
"365","France",66990000,2020-04-19,154097,19744,37183,596,4948,399,0.530995347336148,0.669463087248322,29884,5131,7006,1803
"366","France",66990000,2020-04-20,156480,20292,38036,853,2383,548,0.533494584078242,0.642438452520516,29324,5118,7350,1589
"367","France",66990000,2020-04-21,159297,20829,39819,1783,2817,537,0.523091991260454,0.301177790241167,27936,5081,10148,1484
"368","France",66990000,2020-04-24,159460,21889,42762,1436,2335,516,0.511879706281278,0.35933147632312,27050,4157,7535,1601
"369","France",66990000,2020-04-25,159952,22279,44271,1509,492,390,0.50324139956179,0.25844930417495,15033,3794,5644,1443
"370","France",66990000,2020-04-26,161644,22648,45372,1101,1692,369,0.499162479061977,0.335149863760218,14686,3401,4519,1275
"371","France",66990000,2020-04-27,162220,22890,45681,309,576,242,0.50108360149734,0.783171521035599,15243,3001,2760,1001
"372","France",66990000,2020-04-28,165963,23327,46293,612,3743,437,0.503899077614326,0.714052287581699,14038,3039,6011,1048
"373","France",66990000,2020-04-29,169053,23694,47775,1482,3090,367,0.495949764521193,0.247638326585695,14745,2858,7409,1046
"374","France",66990000,2020-05-01,167299,24410,50380,1262,756,289,0.484517665740373,0.229001584786054,12684,2610,7589,1093
"375","France",66990000,2020-05-02,167305,24628,51124,744,6,218,0.481730693998905,0.293010752688172,10355,2312,3852,874
"376","France",66990000,2020-05-03,168518,24763,50663,-461,1213,135,0.48877879320214,-0.292841648590022,11076,2057,1975,642
"377","France",66990000,2020-05-04,168925,24900,50885,222,407,137,0.489338704922865,0.617117117117117,9791,1825,1626,490
"378","France",66990000,2020-05-05,169583,25204,51476,591,658,304,0.489626233584583,0.514382402707276,9873,1887,2278,576
"379","France",66990000,2020-05-06,170687,25537,52842,1366,1104,333,0.483270883009727,0.243777452415813,7234,1783,2169,774
"380","France",66990000,2020-05-07,174224,25812,54079,1237,3537,275,0.477301725253795,0.222312045270816,7681,1691,5299,912
"381","France",66990000,2020-05-08,174918,25990,55191,1112,694,178,0.470910112155967,0.160071942446043,7619,1580,5335,786
"382","France",66990000,2020-05-09,176202,26233,55892,701,1284,243,0.469351606670006,0.346647646219686,8897,1605,5515,696
"383","France",66990000,2020-05-10,176782,26313,56148,256,580,80,0.468636460782218,0.3125,8264,1550,2558,501
"384","France",66990000,2020-05-11,177094,26383,56327,179,312,70,0.468389937330232,0.391061452513966,8169,1483,2176,393
"385","France",66990000,2020-05-12,177547,26646,56835,508,453,263,0.468830826075482,0.517716535433071,7964,1442,1345,413
"386","France",66990000,2020-05-13,178349,26994,57898,1063,802,348,0.466233721372068,0.327375352775165,7662,1457,1567,681
"387","France",66990000,2020-05-15,178994,27428,59719,933,810,351,0.459284314874663,0.37620578778135,4935,1533,2065,962
"388","France",66990000,2020-05-16,179630,27532,60562,843,636,104,0.454608500379776,0.123368920521945,4877,1459,2248,803
"389","France",66990000,2020-05-17,179630,27532,60562,0,0,0,0.454608500379776,NA,3593,1216,1446,455
"390","France",66990000,2020-05-18,179693,28111,61327,765,63,579,0.45837885433822,0.756862745098039,3076,1715,699,683
"391","France",66990000,2020-05-19,180051,28242,61843,516,358,131,0.45667254175897,0.253875968992248,3122,1776,421,710
"392","France",66990000,2020-05-20,180933,28025,62678,835,882,0,0.44712658349022,-0.259880239520958,3551,1296,1303,493
"393","France",66990000,2020-05-21,181700,28135,63472,794,767,110,0.443266322157802,0.138539042821159,3516,1058,2007,24
"394","France",66990000,2020-05-22,181951,28218,63976,504,251,83,0.441071651869451,0.16468253968254,2957,790,1900,0
"395","France",66990000,2020-05-23,182015,28218,63986,10,64,0,0.441002719344857,0,2385,686,1082,193
"396","France",66990000,2020-05-24,182036,28218,63988,2,21,0,0.440988935425392,0,2406,686,336,83
"397","France",66990000,2020-05-25,182709,28370,64735,747,673,152,0.438248242836178,0.203480589022758,3016,259,758,152
"398","France",66990000,2020-05-26,183067,28460,65317,582,358,90,0.435721175191757,0.154639175257732,3016,218,1052,242
"399","France",66990000,2020-05-28,183038,28599,66702,705,191,66,0.428757758388054,0.0936170212765957,2325,501,1222,308
"400","France",66990000,2020-05-29,186364,28665,67309,607,3326,66,0.425871725920754,0.108731466227348,4884,457,3875,222
"401","France",66990000,2020-05-30,186923,28717,67921,612,559,52,0.422800017667584,0.0849673202614379,5192,426,4076,184
"402","France",66990000,2020-05-31,188752,28774,68386,465,1829,57,0.420758634808294,0.12258064516129,6957,483,5714,175
"403","France",66990000,2020-06-01,189009,28805,68473,87,257,31,0.420676763103705,0.35632183908046,7193,514,2645,140
"404","France",66990000,2020-06-02,189348,28836,68558,85,339,31,0.420607368943085,0.364705882352941,6859,393,2425,119
"405","France",66990000,2020-06-04,192330,29024,69573,643,3880,81,0.417173328733848,0.12597200622084,10381,384,4476,143
"406","France",66990000,2020-06-06,190180,29114,70622,528,611,46,0.412251139871428,0.0871212121212121,10801,364,4830,158
"407","France",66990000,2020-06-07,190759,29145,70924,302,579,31,0.410932829507642,0.102649006622517,8054,329,5070,158
"408","France",66990000,2020-06-08,191102,29158,70961,37,343,13,0.410901762940207,0.351351351351351,7838,290,1533,90
"409","France",66990000,2020-06-09,191313,29212,71182,221,211,54,0.41038464780422,0.244343891402715,6220,287,1133,98
"410","France",66990000,2020-06-10,191523,29299,71626,444,210,87,0.409055370954681,0.195945945945946,6173,343,764,154
"411","France",66990000,2020-06-11,192068,29322,71952,326,545,23,0.407521681120747,0.0705521472392638,6379,335,966,164
"412","France",66990000,2020-06-12,192493,29349,72269,317,425,27,0.406107736373826,0.0851735015772871,2924,281,1180,137
"413","France",66990000,2020-06-13,193220,29377,72695,426,727,28,0.40411307517711,0.0657276995305164,3040,263,1697,78
"414","France",66990000,2020-06-14,193746,29401,72931,236,526,24,0.403134469567125,0.101694915254237,2987,256,1678,79
"415","France",66990000,2020-06-15,194153,29410,72982,51,407,9,0.402976076292785,0.176470588235294,3051,252,1660,61
"416","France",66990000,2020-06-16,194305,29439,73168,186,152,29,0.402348020992784,0.155913978494624,2992,227,1085,62
"417","Germany",83020000,2020-01-28,4,0,0,0,4,0,NA,NA,NA,NA,NA,NA
"418","Germany",83020000,2020-01-29,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"419","Germany",83020000,2020-01-30,4,0,0,0,0,0,NA,NA,NA,NA,4,0
"420","Germany",83020000,2020-01-31,5,0,0,0,1,0,NA,NA,NA,NA,1,0
"421","Germany",83020000,2020-02-01,8,0,0,0,3,0,NA,NA,NA,NA,4,0
"422","Germany",83020000,2020-02-02,10,0,0,0,2,0,NA,NA,NA,NA,6,0
"423","Germany",83020000,2020-02-03,48,0,0,0,38,0,NA,NA,48,0,43,0
"424","Germany",83020000,2020-02-09,28,0,0,0,2,0,NA,NA,46,0,42,0
"425","Germany",83020000,2020-02-11,32,0,0,0,4,0,NA,NA,50,0,44,0
"426","Germany",83020000,2020-02-13,80,0,5,5,48,0,0,0,98,0,54,0
"427","Germany",83020000,2020-02-21,64,0,56,20,16,0,0,0,113,0,68,0
"428","Germany",83020000,2020-02-26,27,0,15,1,10,0,0,0,120,0,74,0
"429","Germany",83020000,2020-02-27,46,0,16,1,19,0,0,0,137,0,45,0
"430","Germany",83020000,2020-02-28,48,0,16,0,2,0,0,NA,101,0,31,0
"431","Germany",83020000,2020-02-29,79,0,16,0,31,0,0,NA,130,0,52,0
"432","Germany",83020000,2020-03-01,130,0,16,0,51,0,0,NA,177,0,84,0
"433","Germany",83020000,2020-03-02,159,0,16,0,29,0,0,NA,158,0,111,0
"434","Germany",83020000,2020-03-03,196,0,16,0,37,0,0,NA,179,0,117,0
"435","Germany",83020000,2020-03-04,262,0,16,0,66,0,0,NA,235,0,132,0
"436","Germany",83020000,2020-03-05,482,0,16,0,220,0,0,NA,436,0,323,0
"437","Germany",83020000,2020-03-06,670,0,17,1,188,0,0,0,622,0,474,0
"438","Germany",83020000,2020-03-07,799,0,18,1,129,0,0,0,720,0,537,0
"439","Germany",83020000,2020-03-08,1040,0,18,0,241,0,0,NA,910,0,558,0
"440","Germany",83020000,2020-03-09,1176,2,18,0,136,2,0.111111111111111,Inf,1017,2,506,2
"441","Germany",83020000,2020-03-10,1457,2,18,0,281,0,0.111111111111111,NA,1261,2,658,2
"442","Germany",83020000,2020-03-11,5583,10,71,53,4126,8,0.140845070422535,0.150943396226415,5321,10,4543,10
"443","Germany",83020000,2020-03-14,4585,9,46,21,2507,6,0.195652173913043,0.285714285714286,7608,16,6914,14
"444","Germany",83020000,2020-03-15,5795,11,46,0,1210,2,0.239130434782609,Inf,8630,18,7843,16
"445","Germany",83020000,2020-03-16,7272,17,67,21,1477,6,0.253731343283582,0.285714285714286,9978,24,5194,14
"446","Germany",83020000,2020-03-17,9257,24,67,0,1985,7,0.358208955223881,Inf,11722,31,4672,15
"447","Germany",83020000,2020-03-18,12327,28,105,38,3070,4,0.266666666666667,0.105263157894737,14656,33,6532,17
"448","Germany",83020000,2020-03-19,15320,44,113,8,2993,16,0.389380530973451,2,17368,49,8048,27
"449","Germany",83020000,2020-03-20,19848,67,180,67,4528,23,0.372222222222222,0.343283582089552,17770,64,10591,43
"450","Germany",83020000,2020-03-21,22213,84,233,53,2365,17,0.360515021459227,0.320754716981132,17628,75,9886,56
"451","Germany",83020000,2020-03-22,24873,94,266,33,2660,10,0.353383458646617,0.303030303030303,19078,83,9553,50
"452","Germany",83020000,2020-03-23,29056,123,453,187,4183,29,0.271523178807947,0.155080213903743,21784,106,9208,56
"453","Germany",83020000,2020-03-24,32986,157,3243,2790,3930,34,0.0484119642306506,0.0121863799283154,23729,133,10773,73
"454","Germany",83020000,2020-03-25,37323,206,3547,304,4337,49,0.0580772483789118,0.161184210526316,24996,178,12450,112
"455","Germany",83020000,2020-03-26,43938,267,5673,2126,6615,61,0.047065044949762,0.028692380056444,28618,223,14882,144
"456","Germany",83020000,2020-03-27,50871,342,6658,985,6933,75,0.0513667768098528,0.0761421319796954,31023,275,17885,185
"457","Germany",83020000,2020-04-01,77872,920,18700,2600,6064,145,0.0491978609625668,0.0557692307692308,34722,403,19612,281
"458","Germany",83020000,2020-04-03,91159,1275,24575,5875,13287,355,0.051881993896236,0.0604255319148936,45349,748,26284,575
"459","Germany",83020000,2020-04-05,100123,1584,28700,4125,8964,309,0.055191637630662,0.0749090909090909,50130,1028,28315,809
"460","Germany",83020000,2020-04-07,107663,2016,36081,7381,7540,432,0.055874282863557,0.0585286546538409,53740,1426,29791,1096
"461","Germany",83020000,2020-04-08,113296,2349,46300,10219,5633,333,0.0507343412526998,0.032586358743517,55036,1710,22137,1074
"462","Germany",83020000,2020-04-09,118181,2607,52407,6107,4885,258,0.0497452630373805,0.042246602259702,53306,1907,18058,1023
"463","Germany",83020000,2020-04-10,122171,2767,53913,1506,3990,160,0.0513234284866359,0.106241699867198,50363,1992,14508,751
"464","Germany",83020000,2020-04-11,124908,2736,57400,3487,2737,0,0.0476655052264808,-0.00889016346429596,47036,1816,11612,387
"465","Germany",83020000,2020-04-12,127854,3022,60300,2900,2946,286,0.0501160862354892,0.0986206896551724,36695,1747,9673,415
"466","Germany",83020000,2020-04-13,130072,3194,64300,4000,2218,172,0.0496734059097978,0.043,29949,1610,7901,427
"467","Germany",83020000,2020-04-14,131359,3294,68200,3900,1287,100,0.0482991202346041,0.0256410256410256,23696,1278,6451,558
"468","Germany",83020000,2020-04-15,134753,3804,72600,4400,3394,510,0.052396694214876,0.115909090909091,21457,1455,6899,782
"469","Germany",83020000,2020-04-16,137698,4052,77000,4400,2945,248,0.0526233766233766,0.0563636363636364,19517,1445,7626,858
"470","Germany",83020000,2020-04-17,141397,4352,83114,6114,3699,300,0.0523618163005029,0.0490677134445535,19226,1585,10038,1058
"471","Germany",83020000,2020-04-18,143342,4459,85400,2286,1945,107,0.0522131147540984,0.0468066491688539,18434,1723,8589,655
"472","Germany",83020000,2020-04-19,145184,4586,88000,2600,1842,127,0.0521136363636364,0.0488461538461538,17330,1564,7486,534
"473","Germany",83020000,2020-04-20,147065,4862,91500,3500,1881,276,0.0531366120218579,0.0788571428571429,16993,1668,5668,510
"474","Germany",83020000,2020-04-21,148291,5033,95200,3700,1226,171,0.0528676470588235,0.0462162162162162,16932,1739,4949,574
"475","Germany",83020000,2020-04-22,150648,5279,99400,4200,2357,246,0.0531086519114688,0.0585714285714286,15895,1475,5464,693
"476","Germany",83020000,2020-04-24,153129,5575,103300,3900,2481,296,0.0539690222652469,0.0758974358974359,15431,1523,6064,713
"477","Germany",83020000,2020-04-25,154999,5760,109800,6500,1870,185,0.0524590163934426,0.0284615384615385,13602,1408,6708,727
"478","Germany",83020000,2020-04-26,156513,5877,109800,0,1514,117,0.0535245901639344,Inf,13171,1418,5865,598
"479","Germany",83020000,2020-04-27,157770,5976,112000,2200,1257,99,0.0533571428571429,0.045,12586,1390,4641,401
"480","Germany",83020000,2020-04-28,158758,6126,114500,2500,988,150,0.0535021834061135,0.06,11693,1264,3759,366
"481","Germany",83020000,2020-04-29,159912,6314,117400,2900,1154,188,0.0537819420783646,0.0648275862068965,11621,1281,3399,437
"482","Germany",83020000,2020-04-30,161539,6467,120400,3000,1627,153,0.0537126245847176,0.051,10891,1188,3769,491
"483","Germany",83020000,2020-05-01,163009,6623,123500,3100,1470,156,0.0536275303643725,0.0503225806451613,9880,1048,4251,497
"484","Germany",83020000,2020-05-02,164077,6736,126900,3400,1068,113,0.0530811662726556,0.0332352941176471,9078,976,4165,422
"485","Germany",83020000,2020-05-03,164967,6812,129000,2100,890,76,0.0528062015503876,0.0361904761904762,8454,935,3428,345
"486","Germany",83020000,2020-05-04,165664,6866,130600,1600,697,54,0.052572741194487,0.03375,7894,890,2655,243
"487","Germany",83020000,2020-05-05,166152,6993,132700,2100,488,127,0.0526978146194424,0.0604761904761905,7394,867,2075,257
"488","Germany",83020000,2020-05-06,167007,6993,135100,2400,855,0,0.0517616580310881,0,7095,679,2040,181
"489","Germany",83020000,2020-05-07,168162,7275,139900,4800,1155,282,0.0520014295925661,0.05875,6623,808,2498,409
"490","Germany",83020000,2020-05-08,169430,7392,141700,1800,1268,117,0.052166549047283,0.065,6421,769,3278,399
"491","Germany",83020000,2020-05-09,170588,7510,141700,0,1158,118,0.052999294283698,Inf,6511,774,3581,517
"492","Germany",83020000,2020-05-10,171324,7549,143300,1600,736,39,0.0526796929518493,0.024375,6357,737,3162,274
"493","Germany",83020000,2020-05-11,171879,7569,144400,1100,555,20,0.0524168975069252,0.0181818181818182,6215,703,2449,177
"494","Germany",83020000,2020-05-12,172576,7661,145617,1217,697,92,0.0526106155187924,0.0755957271980279,6424,668,1988,151
"495","Germany",83020000,2020-05-13,173171,7738,147200,1583,595,77,0.0525679347826087,0.0486418193303853,6164,745,1847,189
"496","Germany",83020000,2020-05-14,174098,7861,148700,1500,927,123,0.0528648285137861,0.082,5936,586,2219,292
"497","Germany",83020000,2020-05-15,174478,7884,150300,1600,380,23,0.0524550898203593,0.014375,5048,492,1902,223
"498","Germany",83020000,2020-05-16,175233,7897,151597,1297,755,13,0.0520920598692586,0.0100231303006939,4645,387,2062,159
"499","Germany",83020000,2020-05-17,175752,7938,152600,1003,519,41,0.0520183486238532,0.0408773678963111,4428,389,1654,77
"500","Germany",83020000,2020-05-18,176369,7962,154011,1411,617,24,0.0516976060151548,0.0170092133238838,4490,393,1891,78
"501","Germany",83020000,2020-05-19,176551,8003,155041,1030,182,41,0.0516186041111706,0.0398058252427184,3975,342,1318,106
"502","Germany",83020000,2020-05-20,177778,8081,155681,640,1227,78,0.0519074260828232,0.121875,4607,343,2026,143
"503","Germany",83020000,2020-05-21,178473,8144,156966,1285,695,63,0.0518838474574112,0.0490272373540856,4375,283,2104,182
"504","Germany",83020000,2020-05-22,179021,8203,158087,1121,548,59,0.0518891496454484,0.0526315789473684,4543,319,2470,200
"505","Germany",83020000,2020-05-23,179710,8228,159064,977,689,25,0.0517276064980134,0.0255885363357216,4477,331,1932,147
"506","Germany",83020000,2020-05-24,179986,8261,159716,652,276,33,0.051723058428711,0.0506134969325153,4234,323,1513,117
"507","Germany",83020000,2020-05-25,180328,8283,160281,565,342,22,0.0516779905291332,0.0389380530973451,3959,321,1307,80
"508","Germany",83020000,2020-05-26,180600,8309,161199,918,272,26,0.051544984770377,0.028322440087146,4049,306,890,81
"509","Germany",83020000,2020-05-27,181200,8372,161967,768,600,63,0.0516895416967654,0.08203125,3422,291,1214,111
"510","Germany",83020000,2020-05-28,181524,8428,162820,853,324,56,0.0517626827171109,0.0656506447831184,3051,284,1196,145
"511","Germany",83020000,2020-05-29,182196,8470,163360,540,672,42,0.0518486777668952,0.0777777777777778,3175,267,1596,161
"512","Germany",83020000,2020-05-30,182922,8504,164245,885,726,34,0.0517763097811197,0.0384180790960452,3212,276,1722,132
"513","Germany",83020000,2020-05-31,183189,8530,164908,663,267,26,0.0517258107550877,0.0392156862745098,3203,269,1665,102
"514","Germany",83020000,2020-06-01,183410,8540,165352,444,221,10,0.0516473946489912,0.0225225225225225,3082,257,1214,70
"515","Germany",83020000,2020-06-02,183594,8555,165632,280,184,15,0.0516506472179289,0.0535714285714286,2994,246,672,51
"516","Germany",83020000,2020-06-03,183879,8563,166609,977,285,8,0.0513957829408975,0.00818833162743091,2679,191,690,33
"517","Germany",83020000,2020-06-04,184121,8602,167453,844,242,39,0.051369638047691,0.0462085308056872,2597,174,711,62
"518","Germany",83020000,2020-06-05,184472,8635,167909,456,351,33,0.0514266656343615,0.0723684210526316,2276,165,878,80
"519","Germany",83020000,2020-06-06,184924,8658,168480,571,452,23,0.0513888888888889,0.0402802101576182,2002,154,1045,95
"520","Germany",83020000,2020-06-07,185450,8673,168958,478,526,15,0.0513322837628286,0.0313807531380753,2261,143,1329,71
"521","Germany",83020000,2020-06-08,185750,8685,169224,266,300,12,0.0513225074457524,0.0451127819548872,2340,145,1278,50
"522","Germany",83020000,2020-06-09,186109,8695,169556,332,359,10,0.051280992710373,0.0301204819277108,2515,140,1185,37
"523","Germany",83020000,2020-06-10,186506,8736,170129,573,397,41,0.0513492702596265,0.0715532286212914,2627,173,1056,63
"524","Germany",83020000,2020-06-11,186522,8752,170630,501,16,16,0.0512922698235949,0.031936127744511,2401,150,772,67
"525","Germany",83020000,2020-06-12,186691,8772,170961,331,169,20,0.0513099478828505,0.0604229607250755,2219,137,582,77
"526","Germany",83020000,2020-06-13,187226,8783,171535,574,535,11,0.0512023785233334,0.0191637630662021,2302,125,720,47
"527","Germany",83020000,2020-06-14,187267,8793,171970,435,41,10,0.0511310112228877,0.0229885057471264,1817,120,745,41
"528","Germany",83020000,2020-06-15,187518,8801,172089,119,251,8,0.0511421415662826,0.0672268907563025,1768,116,827,29
"529","Germany",83020000,2020-06-16,187682,8807,172692,603,164,6,0.0509983091283904,0.00995024875621891,1573,112,456,24
"530","Switzerland",8570000,2020-02-25,2,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"531","Switzerland",8570000,2020-02-27,16,0,0,0,14,0,NA,NA,NA,NA,NA,NA
"532","Switzerland",8570000,2020-02-29,18,0,0,0,2,0,NA,NA,NA,NA,18,0
"533","Switzerland",8570000,2020-03-01,27,0,0,0,9,0,NA,NA,NA,NA,25,0
"534","Switzerland",8570000,2020-03-02,42,0,0,0,15,0,NA,NA,NA,NA,26,0
"535","Switzerland",8570000,2020-03-03,56,0,2,2,14,0,0,0,NA,NA,38,0
"536","Switzerland",8570000,2020-03-04,90,0,3,1,34,0,0,0,90,0,63,0
"537","Switzerland",8570000,2020-03-05,114,1,3,0,24,1,0.333333333333333,Inf,112,1,72,1
"538","Switzerland",8570000,2020-03-06,214,1,3,0,100,0,0.333333333333333,NA,198,1,158,1
"539","Switzerland",8570000,2020-03-07,268,1,3,0,54,0,0.333333333333333,NA,250,1,178,1
"540","Switzerland",8570000,2020-03-08,337,2,3,0,69,1,0.666666666666667,Inf,310,2,223,1
"541","Switzerland",8570000,2020-03-09,374,2,3,0,37,0,0.666666666666667,NA,332,2,160,1
"542","Switzerland",8570000,2020-03-10,491,3,3,0,117,1,1,Inf,435,3,223,2
"543","Switzerland",8570000,2020-03-11,2443,19,12,9,1952,16,1.58333333333333,1.77777777777778,2353,19,2106,17
"544","Switzerland",8570000,2020-03-15,4400,28,8,4,858,15,3.5,3.75,3187,33,2927,32
"545","Switzerland",8570000,2020-03-18,3028,28,15,11,328,1,1.86666666666667,0.0909090909090909,3415,34,3138,32
"546","Switzerland",8570000,2020-03-19,4075,41,15,0,1047,13,2.73333333333333,Inf,4408,47,2233,29
"547","Switzerland",8570000,2020-03-20,5294,54,15,0,1219,13,3.6,Inf,5558,59,2594,27
"548","Switzerland",8570000,2020-03-21,6575,75,15,0,1281,21,5,Inf,6802,80,3547,47
"549","Switzerland",8570000,2020-03-22,7474,98,131,116,899,23,0.748091603053435,0.198275862068966,7584,102,3399,57
"550","Switzerland",8570000,2020-03-23,8795,120,131,0,1321,22,0.916030534351145,Inf,6953,108,3501,66
"551","Switzerland",8570000,2020-03-24,9877,122,131,0,1082,2,0.931297709923664,Inf,7177,95,3302,47
"552","Switzerland",8570000,2020-03-25,10897,153,131,0,1020,31,1.16793893129771,Inf,7869,125,3423,55
"553","Switzerland",8570000,2020-03-26,11811,191,131,0,914,38,1.45801526717557,Inf,7736,150,3016,71
"554","Switzerland",8570000,2020-03-27,12928,231,1530,1399,1117,40,0.150980392156863,0.0285918513223731,7634,177,3051,109
"555","Switzerland",8570000,2020-03-31,16605,433,1823,293,3677,202,0.237520570488206,0.689419795221843,10030,358,5708,280
"556","Switzerland",8570000,2020-04-01,17768,488,2967,1144,1163,55,0.164475901584092,0.0480769230769231,10294,390,5957,297
"557","Switzerland",8570000,2020-04-03,19606,591,4846,1879,1838,103,0.121956252579447,0.0548163916977115,10811,471,6678,360
"558","Switzerland",8570000,2020-04-05,21100,715,6415,1569,1494,124,0.111457521434139,0.0790312300828553,11223,593,4495,282
"559","Switzerland",8570000,2020-04-07,22253,821,8704,2289,1153,106,0.0943244485294118,0.0463084316295325,11356,668,4485,333
"560","Switzerland",8570000,2020-04-08,23280,895,9800,1096,1027,74,0.0913265306122449,0.0675182481751825,11469,704,3674,304
"561","Switzerland",8570000,2020-04-09,24051,948,10600,800,771,53,0.0894339622641509,0.06625,11123,717,2951,233
"562","Switzerland",8570000,2020-04-10,24551,1002,11100,500,500,54,0.0902702702702703,0.108,7946,569,2298,181
"563","Switzerland",8570000,2020-04-11,25107,1036,12100,1000,556,34,0.0856198347107438,0.034,7339,548,1827,141
"564","Switzerland",8570000,2020-04-12,25415,1106,12700,600,308,70,0.0870866141732283,0.116666666666667,5809,515,1364,158
"565","Switzerland",8570000,2020-04-13,25688,1138,13700,1000,273,32,0.0830656934306569,0.032,4588,423,1137,136
"566","Switzerland",8570000,2020-04-14,25936,1174,13700,0,248,36,0.0856934306569343,Inf,3683,353,829,138
"567","Switzerland",8570000,2020-04-15,26336,1239,15400,1700,400,65,0.0804545454545455,0.0382352941176471,3056,344,921,133
"568","Switzerland",8570000,2020-04-16,26732,1281,15900,500,396,42,0.0805660377358491,0.084,2681,333,1044,143
"569","Switzerland",8570000,2020-04-17,27078,1327,16400,500,346,46,0.0809146341463415,0.092,2527,325,1142,153
"570","Switzerland",8570000,2020-04-18,27404,1368,17100,700,326,41,0.08,0.0585714285714286,2297,332,1068,129
"571","Switzerland",8570000,2020-04-19,27740,1393,17800,700,336,25,0.0782584269662921,0.0357142857142857,2325,287,1008,112
"572","Switzerland",8570000,2020-04-20,27944,1429,18600,800,204,36,0.0768279569892473,0.045,2256,291,866,102
"573","Switzerland",8570000,2020-04-21,28063,1478,19400,800,119,49,0.0761855670103093,0.06125,2127,304,659,110
"574","Switzerland",8570000,2020-04-22,28268,1509,19900,500,205,31,0.0758291457286432,0.062,1932,270,528,116
"575","Switzerland",8570000,2020-04-24,28496,1549,20600,700,228,40,0.0751941747572816,0.0571428571428571,1764,268,552,120
"576","Switzerland",8570000,2020-04-25,28677,1589,21000,400,181,40,0.0756666666666667,0.1,1599,262,614,111
"577","Switzerland",8570000,2020-04-26,28894,1599,21300,300,217,10,0.0750704225352113,0.0333333333333333,1490,231,626,90
"578","Switzerland",8570000,2020-04-27,29061,1610,21800,500,167,11,0.0738532110091743,0.022,1321,217,565,61
"579","Switzerland",8570000,2020-04-28,29164,1665,22200,400,103,55,0.075,0.1375,1220,236,487,76
"580","Switzerland",8570000,2020-04-29,29264,1699,22600,400,100,34,0.0751769911504425,0.085,1201,221,370,100
"581","Switzerland",8570000,2020-04-30,29407,1716,22600,0,143,17,0.075929203539823,Inf,1139,207,346,106
"582","Switzerland",8570000,2020-05-01,29586,1737,23400,800,179,21,0.0742307692307692,0.02625,1090,188,422,72
"583","Switzerland",8570000,2020-05-02,29705,1754,23900,500,119,17,0.0733891213389121,0.034,1028,165,441,55
"584","Switzerland",8570000,2020-05-03,29817,1762,24200,300,112,8,0.0728099173553719,0.0266666666666667,923,163,410,46
"585","Switzerland",8570000,2020-05-04,29905,1762,24500,300,88,0,0.0719183673469388,0,844,152,319,25
"586","Switzerland",8570000,2020-05-05,29981,1784,25200,700,76,22,0.0707936507936508,0.0314285714285714,817,119,276,30
"587","Switzerland",8570000,2020-05-06,30009,1795,25400,200,28,11,0.0706692913385827,0.055,745,96,192,33
"588","Switzerland",8570000,2020-05-07,30060,1805,25700,300,51,10,0.0702334630350195,0.0333333333333333,653,89,155,43
"589","Switzerland",8570000,2020-05-08,30126,1810,25900,200,66,5,0.0698841698841699,0.025,540,73,145,26
"590","Switzerland",8570000,2020-05-09,30207,1823,26100,200,81,13,0.0698467432950192,0.065,502,69,198,28
"591","Switzerland",8570000,2020-05-10,30251,1830,26400,300,44,7,0.0693181818181818,0.0233333333333333,434,68,191,25
"592","Switzerland",8570000,2020-05-11,30305,1833,26600,200,54,3,0.0689097744360902,0.015,400,71,179,23
"593","Switzerland",8570000,2020-05-12,30344,1845,26800,200,39,12,0.0688432835820895,0.06,363,61,137,22
"594","Switzerland",8570000,2020-05-13,30380,1867,26800,0,36,22,0.0696641791044776,Inf,371,72,129,37
"595","Switzerland",8570000,2020-05-14,30413,1870,27100,300,33,3,0.0690036900369004,0.01,353,65,108,37
"596","Switzerland",8570000,2020-05-15,30463,1872,27100,0,50,2,0.0690774907749078,Inf,337,62,119,27
"597","Switzerland",8570000,2020-05-16,30514,1878,27100,0,51,6,0.0692988929889299,Inf,307,55,134,11
"598","Switzerland",8570000,2020-05-17,30572,1879,27400,300,58,1,0.0685766423357664,0.00333333333333333,321,49,159,9
"599","Switzerland",8570000,2020-05-18,30587,1881,27500,100,15,2,0.0684,0.02,282,48,124,9
"600","Switzerland",8570000,2020-05-19,30597,1886,27600,100,10,5,0.0683333333333333,0.05,253,41,83,8
"601","Switzerland",8570000,2020-05-20,30618,1891,27700,100,21,5,0.0682671480144404,0.05,238,24,46,12
"602","Switzerland",8570000,2020-05-21,30658,1892,27800,100,40,1,0.0680575539568345,0.01,245,22,71,11
"603","Switzerland",8570000,2020-05-22,30694,1898,27900,100,36,6,0.0680286738351255,0.06,231,26,97,12
"604","Switzerland",8570000,2020-05-23,30707,1903,27900,0,13,5,0.0682078853046595,Inf,193,25,89,12
