datetest,confirmed_infections,deaths_mean,State,StateAbr,confirmed_infectionsnz,deaths_mnnz,totCases,totDeaths,mean_7,death_7,mean_3,death_3,Population
2020-01-22,NA,NA,Maryland,MD,0,0,0,0,NA,NA,NA,NA,5785496
2020-01-23,NA,NA,Maryland,MD,0,0,0,0,NA,NA,NA,NA,5785496
2020-01-24,NA,NA,Maryland,MD,0,0,0,0,NA,NA,0,0,5785496
2020-01-25,NA,NA,Maryland,MD,0,0,0,0,NA,NA,0,0,5785496
2020-01-26,NA,NA,Maryland,MD,0,0,0,0,NA,NA,0,0,5785496
2020-01-27,NA,NA,Maryland,MD,0,0,0,0,NA,NA,0,0,5785496
2020-01-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-01-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-01-30,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-01-31,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-02,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-03,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-04,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-05,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-06,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-07,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-08,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-09,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-10,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-11,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-12,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-13,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-14,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-15,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-16,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-17,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-18,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-19,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-20,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-21,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-22,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-23,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-24,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-25,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-26,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-27,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-02-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-02,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-03,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-04,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-05,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-06,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-07,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-08,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-09,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-10,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-11,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-12,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-13,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-14,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-15,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-16,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-17,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-18,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-19,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-20,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-21,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-22,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-23,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-24,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-25,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-26,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-27,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-30,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-03-31,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-02,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-03,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-04,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-05,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-06,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-07,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-08,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-09,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-10,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-11,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-12,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-13,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-14,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-15,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-16,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-17,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-18,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-19,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-20,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-21,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-22,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-23,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-24,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-25,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-26,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-27,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-04-30,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-02,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-03,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-04,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-05,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-06,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-07,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-08,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-09,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-10,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-11,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-12,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-13,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-14,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-15,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-16,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-17,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-18,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-19,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-20,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-21,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-22,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-23,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-24,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-25,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-26,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-27,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-30,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-05-31,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-02,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-03,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-04,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-05,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-06,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-07,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-08,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-09,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-10,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-11,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-12,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-13,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-14,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-15,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-16,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-17,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-18,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-19,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-20,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-21,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-22,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-23,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-24,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-25,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-26,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-27,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-28,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-29,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-06-30,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-07-01,NA,NA,Maryland,MD,0,0,0,0,0,0,0,0,5785496
2020-01-22,NA,NA,Kansas,KS,0,0,0,0,NA,NA,NA,NA,2851183
2020-01-23,0,0,Kansas,KS,0,0,0,0,NA,NA,NA,NA,2851183
2020-01-24,0,0,Kansas,KS,0,0,0,0,NA,NA,0,0,2851183
2020-01-25,0,0,Kansas,KS,0,0,0,0,NA,NA,0,0,2851183
2020-01-26,0,0,Kansas,KS,0,0,0,0,NA,NA,0,0,2851183
2020-01-27,0,0,Kansas,KS,0,0,0,0,NA,NA,0,0,2851183
2020-01-28,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-01-29,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-01-30,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-01-31,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-01,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-02,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-03,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-04,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-05,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-06,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-07,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-08,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-09,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-10,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-11,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-12,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-13,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-14,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-15,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-16,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-17,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-18,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-19,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-20,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-21,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-22,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-23,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-24,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-25,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-26,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-27,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-28,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-02-29,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-01,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-02,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-03,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-04,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-05,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-06,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-07,0,0,Kansas,KS,0,0,0,0,0,0,0,0,2851183
2020-03-08,1,0,Kansas,KS,1,0,1,0,1,0,1,0,2851183
2020-03-09,0,0,Kansas,KS,0,0,1,0,1,0,1,0,2851183
2020-03-10,0,0,Kansas,KS,0,0,1,0,1,0,1,0,2851183
2020-03-11,0,0,Kansas,KS,0,0,1,0,1,0,0,0,2851183
2020-03-12,3,0,Kansas,KS,3,0,4,0,4,0,3,0,2851183
2020-03-13,2,1,Kansas,KS,2,1,6,1,6,1,5,1,2851183
2020-03-14,2,0,Kansas,KS,2,0,8,1,8,1,7,1,2851183
2020-03-15,0,0,Kansas,KS,0,0,8,1,7,1,4,1,2851183
2020-03-16,3,0,Kansas,KS,3,0,11,1,10,1,5,0,2851183
2020-03-17,7,0,Kansas,KS,7,0,18,1,17,1,10,0,2851183
2020-03-18,4,0,Kansas,KS,4,0,22,1,21,1,14,0,2851183
2020-03-19,13,0,Kansas,KS,13,0,35,1,31,1,24,0,2851183
2020-03-20,13,0,Kansas,KS,13,0,48,1,42,0,30,0,2851183
2020-03-21,9,1,Kansas,KS,9,1,57,2,49,1,35,1,2851183
2020-03-22,8,0,Kansas,KS,8,0,65,2,57,1,30,1,2851183
2020-03-23,19,0,Kansas,KS,19,0,84,2,73,1,36,1,2851183
2020-03-24,16,0,Kansas,KS,16,0,100,2,82,1,43,0,2851183
2020-03-25,34,1,Kansas,KS,34,1,134,3,112,2,69,1,2851183
2020-03-26,38,0,Kansas,KS,38,0,172,3,137,2,88,1,2851183
2020-03-27,34,1,Kansas,KS,34,1,206,4,158,3,106,2,2851183
2020-03-28,60,0,Kansas,KS,60,0,266,4,209,2,132,1,2851183
2020-03-29,64,3,Kansas,KS,64,3,330,7,265,5,158,4,2851183
2020-03-30,42,1,Kansas,KS,42,1,372,8,288,6,166,4,2851183
2020-03-31,62,1,Kansas,KS,62,1,434,9,334,7,168,5,2851183
2020-04-01,51,1,Kansas,KS,51,1,485,10,351,7,155,3,2851183
2020-04-02,68,2,Kansas,KS,68,2,553,12,381,9,181,4,2851183
2020-04-03,76,6,Kansas,KS,76,6,629,18,423,14,195,9,2851183
2020-04-04,69,3,Kansas,KS,69,3,698,21,432,17,213,11,2851183
2020-04-05,53,1,Kansas,KS,53,1,751,22,421,15,198,10,2851183
2020-04-06,98,3,Kansas,KS,98,3,849,25,477,17,220,7,2851183
2020-04-07,63,4,Kansas,KS,63,4,912,29,478,20,214,8,2851183
2020-04-08,134,5,Kansas,KS,134,5,1046,34,561,24,295,12,2851183
2020-04-09,70,8,Kansas,KS,70,8,1116,42,563,30,267,17,2851183
2020-04-10,1,0,Kansas,KS,1,0,1117,42,488,24,205,13,2851183
2020-04-11,158,13,Kansas,KS,158,13,1275,55,577,34,229,21,2851183
2020-04-12,69,1,Kansas,KS,69,1,1344,56,593,34,228,14,2851183
2020-04-13,46,6,Kansas,KS,46,6,1390,62,541,37,273,20,2851183
2020-04-14,51,7,Kansas,KS,51,7,1441,69,529,40,166,14,2851183
2020-04-15,63,2,Kansas,KS,63,2,1504,71,458,37,160,15,2851183
2020-04-16,111,9,Kansas,KS,111,9,1615,80,499,38,225,18,2851183
2020-04-17,115,2,Kansas,KS,115,2,1730,82,613,40,289,13,2851183
2020-04-18,91,3,Kansas,KS,91,3,1821,85,546,30,317,14,2851183
2020-04-19,84,8,Kansas,KS,84,8,1905,93,561,37,290,13,2851183
2020-04-20,143,9,Kansas,KS,143,9,2048,102,658,40,318,20,2851183
2020-04-21,116,7,Kansas,KS,116,7,2164,109,723,40,343,24,2851183
2020-04-22,167,3,Kansas,KS,167,3,2331,112,827,41,426,19,2851183
2020-04-23,390,1,Kansas,KS,390,1,2721,113,1106,33,673,11,2851183
2020-04-24,238,5,Kansas,KS,238,5,2959,118,1229,36,795,9,2851183
2020-04-25,176,2,Kansas,KS,176,2,3135,120,1314,35,804,8,2851183
2020-04-26,142,1,Kansas,KS,142,1,3277,121,1372,28,556,8,2851183
2020-04-27,196,5,Kansas,KS,196,5,3473,126,1425,24,514,8,2851183
2020-04-28,179,1,Kansas,KS,179,1,3652,127,1488,18,517,7,2851183
2020-04-29,187,7,Kansas,KS,187,7,3839,134,1508,22,562,13,2851183
2020-04-30,574,0,Kansas,KS,574,0,4413,134,1692,21,940,8,2851183
2020-05-01,221,6,Kansas,KS,221,6,4634,140,1675,22,982,13,2851183
2020-05-02,251,2,Kansas,KS,251,2,4885,142,1750,22,1046,8,2851183
2020-05-03,271,2,Kansas,KS,271,2,5156,144,1879,23,743,10,2851183
2020-05-04,227,12,Kansas,KS,227,12,5383,156,1910,30,749,16,2851183
2020-05-05,265,5,Kansas,KS,265,5,5648,161,1996,34,763,19,2851183
2020-05-06,345,3,Kansas,KS,345,3,5993,164,2154,30,837,20,2851183
2020-05-07,339,1,Kansas,KS,339,1,6332,165,1919,31,949,9,2851183
2020-05-08,335,3,Kansas,KS,335,3,6667,168,2033,28,1019,7,2851183
2020-05-09,162,6,Kansas,KS,162,6,6829,174,1944,32,836,10,2851183
2020-05-10,122,0,Kansas,KS,122,0,6951,174,1795,30,619,9,2851183
2020-05-11,208,6,Kansas,KS,208,6,7159,180,1776,24,492,12,2851183
2020-05-12,81,4,Kansas,KS,81,4,7240,184,1592,23,411,10,2851183
2020-05-13,278,4,Kansas,KS,278,4,7518,188,1525,24,567,14,2851183
2020-05-14,187,1,Kansas,KS,187,1,7705,189,1373,24,546,9,2851183
2020-05-15,181,4,Kansas,KS,181,4,7886,193,1219,25,646,9,2851183
2020-05-16,53,2,Kansas,KS,53,2,7939,195,1110,21,421,7,2851183
2020-05-17,14,0,Kansas,KS,14,0,7953,195,1002,21,248,6,2851183
2020-05-18,350,3,Kansas,KS,350,3,8303,198,1144,18,417,5,2851183
2020-05-19,50,1,Kansas,KS,50,1,8353,199,1113,15,414,4,2851183
2020-05-20,154,3,Kansas,KS,154,3,8507,202,989,14,554,7,2851183
2020-05-21,118,2,Kansas,KS,118,2,8625,204,920,15,322,6,2851183
2020-05-22,284,1,Kansas,KS,284,1,8909,205,1023,12,556,6,2851183
2020-05-23,37,0,Kansas,KS,37,0,8946,205,1007,10,439,3,2851183
2020-05-24,58,0,Kansas,KS,58,0,9004,205,1051,10,379,1,2851183
2020-05-25,121,2,Kansas,KS,121,2,9125,207,822,9,216,2,2851183
2020-05-26,74,3,Kansas,KS,74,3,9199,210,846,11,253,5,2851183
2020-05-27,92,3,Kansas,KS,92,3,9291,213,784,11,287,8,2851183
2020-05-28,80,1,Kansas,KS,80,1,9371,214,746,10,246,7,2851183
2020-05-29,291,1,Kansas,KS,291,1,9662,215,753,10,463,5,2851183
2020-05-30,28,0,Kansas,KS,28,0,9690,215,744,10,399,2,2851183
2020-05-31,10,0,Kansas,KS,10,0,9700,215,696,10,329,1,2851183
2020-06-01,220,2,Kansas,KS,220,2,9920,217,795,10,258,2,2851183
2020-06-02,45,5,Kansas,KS,45,5,9965,222,766,12,275,7,2851183
2020-06-03,127,4,Kansas,KS,127,4,10092,226,801,13,392,11,2851183
2020-06-04,75,1,Kansas,KS,75,1,10167,227,796,13,247,10,2851183
2020-06-05,139,5,Kansas,KS,139,5,10306,232,644,17,341,10,2851183
2020-06-06,55,1,Kansas,KS,55,1,10361,233,671,18,269,7,2851183
2020-06-07,45,0,Kansas,KS,45,0,10406,233,706,18,239,6,2851183
2020-06-08,138,3,Kansas,KS,138,3,10544,236,624,19,238,4,2851183
2020-06-09,65,1,Kansas,KS,65,1,10609,237,644,15,248,4,2851183
2020-06-10,141,3,Kansas,KS,141,3,10750,240,658,14,344,7,2851183
2020-06-11,73,3,Kansas,KS,73,3,10823,243,656,16,279,7,2851183
2020-06-12,150,0,Kansas,KS,150,0,10973,243,667,11,364,6,2851183
2020-06-13,47,2,Kansas,KS,47,2,11020,245,659,12,270,5,2851183
2020-06-14,81,0,Kansas,KS,81,0,11101,245,695,12,278,2,2851183
2020-06-15,218,1,Kansas,KS,218,1,11319,246,775,10,346,3,2851183
2020-06-16,92,0,Kansas,KS,92,0,11411,246,802,9,391,1,2851183
2020-06-17,233,1,Kansas,KS,233,1,11644,247,894,7,543,2,2851183
2020-06-18,109,4,Kansas,KS,109,4,11753,251,930,8,434,5,2851183
2020-06-19,268,2,Kansas,KS,268,2,12021,253,1048,10,610,7,2851183
2020-06-20,76,3,Kansas,KS,76,3,12097,256,1077,11,453,9,2851183
2020-06-21,39,1,Kansas,KS,39,1,12136,257,1035,12,383,6,2851183
2020-06-22,292,1,Kansas,KS,292,1,12428,258,1109,12,407,5,2851183
2020-06-23,109,2,Kansas,KS,109,2,12537,260,1126,14,440,4,2851183
2020-06-24,393,0,Kansas,KS,393,0,12930,260,1286,13,794,3,2851183
2020-06-25,177,2,Kansas,KS,177,2,13107,262,1354,11,679,4,2851183
2020-06-26,355,3,Kansas,KS,355,3,13462,265,1441,12,925,5,2851183
2020-06-27,155,3,Kansas,KS,155,3,13617,268,1520,12,687,8,2851183
2020-06-28,230,1,Kansas,KS,230,1,13847,269,1711,12,740,7,2851183
2020-06-29,362,4,Kansas,KS,362,4,14209,273,1781,15,747,8,2851183
2020-06-30,161,0,Kansas,KS,161,0,14370,273,1833,13,753,5,2851183
2020-07-01,460,4,Kansas,KS,460,4,14830,277,1900,17,983,8,2851183
2020-01-22,NA,NA,Iowa,IA,0,0,0,0,NA,NA,NA,NA,3047646
2020-01-23,0,0,Iowa,IA,0,0,0,0,NA,NA,NA,NA,3047646
2020-01-24,0,0,Iowa,IA,0,0,0,0,NA,NA,0,0,3047646
2020-01-25,0,0,Iowa,IA,0,0,0,0,NA,NA,0,0,3047646
2020-01-26,0,0,Iowa,IA,0,0,0,0,NA,NA,0,0,3047646
2020-01-27,0,0,Iowa,IA,0,0,0,0,NA,NA,0,0,3047646
2020-01-28,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-01-29,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-01-30,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-01-31,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-01,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-02,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-03,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-04,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-05,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-06,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-07,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-08,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
2020-02-09,0,0,Iowa,IA,0,0,0,0,0,0,0,0,3047646
